Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy	Classification
659	Spectrogram 1	1	69142.527750000	69143.551750000	34.0	120.0	1.0000	
660	Spectrogram 1	1	69158.399750000	69159.679750000	34.0	120.0	1.0000	bdf
661	Spectrogram 1	1	69271.039750000	69272.063750000	34.0	120.0	1.0000	bdf
662	Spectrogram 1	1	69352.703750000	69353.983750000	34.0	120.0	1.0000	bdf
663	Spectrogram 1	1	69482.239750000	69483.263750000	34.0	120.0	1.0000	bdf
664	Spectrogram 1	1	69643.007750000	69644.543750000	34.0	120.0	1.0000	bdf
665	Spectrogram 1	1	69670.399750000	69671.935750000	34.0	120.0	1.0000	bdf
666	Spectrogram 1	1	69694.463750000	69697.023750000	34.0	120.0	1.0000	bdf
667	Spectrogram 1	1	69738.239750000	69739.263750000	34.0	120.0	1.0000	bdf
668	Spectrogram 1	1	69783.039750000	69784.319750000	34.0	120.0	1.0000	bdf
669	Spectrogram 1	1	69818.111750000	69819.391750000	34.0	120.0	1.0000	
670	Spectrogram 1	1	69822.463750000	69824.511750000	34.0	120.0	1.0000	
671	Spectrogram 1	1	69860.095750000	69861.887750000	34.0	120.0	1.0000	bdf
672	Spectrogram 1	1	69899.519750000	69900.543750000	34.0	120.0	1.0000	bdf
673	Spectrogram 1	1	70026.239750000	70027.519750000	34.0	120.0	1.0000	
674	Spectrogram 1	1	70063.871750000	70067.967750000	34.0	120.0	1.0000	bdf
675	Spectrogram 1	1	70071.551750000	70072.831750000	34.0	120.0	1.0000	bdf
676	Spectrogram 1	1	70203.903750000	70205.695750000	34.0	120.0	1.0000	bdt
677	Spectrogram 1	1	70230.271750000	70231.295750000	34.0	120.0	1.0000	bdf
678	Spectrogram 1	1	70302.975750000	70303.999750000	34.0	120.0	1.0000	
679	Spectrogram 1	1	70304.511750000	70306.303750000	34.0	120.0	1.0000	
680	Spectrogram 1	1	70336.255750000	70337.791750000	34.0	120.0	1.0000	bdf
681	Spectrogram 1	1	70339.839750000	70340.863750000	34.0	120.0	1.0000	
682	Spectrogram 1	1	70362.111750000	70363.135750000	34.0	120.0	1.0000	
683	Spectrogram 1	1	70400.767750000	70403.327750000	34.0	120.0	1.0000	
684	Spectrogram 1	1	70444.799750000	70447.615750000	34.0	120.0	1.0000	bdf
685	Spectrogram 1	1	70504.191750000	70505.983750000	34.0	120.0	1.0000	bdf
686	Spectrogram 1	1	70548.991750000	70551.551750000	34.0	120.0	1.0000	
687	Spectrogram 1	1	70577.151750000	70578.175750000	34.0	120.0	1.0000	
688	Spectrogram 1	1	70603.519750000	70605.055750000	34.0	120.0	1.0000	
689	Spectrogram 1	1	70606.591750000	70607.615750000	34.0	120.0	1.0000	
690	Spectrogram 1	1	70704.895750000	70708.223750000	34.0	120.0	1.0000	bdt
691	Spectrogram 1	1	70728.191750000	70729.983750000	34.0	120.0	1.0000	bdf
692	Spectrogram 1	1	70739.967750000	70743.039750000	34.0	120.0	1.0000	
693	Spectrogram 1	1	70857.471750000	70859.007750000	34.0	120.0	1.0000	
694	Spectrogram 1	1	70859.263750000	70860.287750000	34.0	120.0	1.0000	
695	Spectrogram 1	1	70903.039750000	70904.831750000	34.0	120.0	1.0000	
696	Spectrogram 1	1	70959.359750000	70960.383750000	34.0	120.0	1.0000	bdf
697	Spectrogram 1	1	71147.519750000	71148.799750000	34.0	120.0	1.0000	bdf
698	Spectrogram 1	1	71199.487750000	71200.767750000	34.0	120.0	1.0000	bdf
699	Spectrogram 1	1	71226.879750000	71227.903750000	34.0	120.0	1.0000	bdf
700	Spectrogram 1	1	71246.079750000	71247.871750000	34.0	120.0	1.0000	
701	Spectrogram 1	1	71248.127750000	71249.407750000	34.0	120.0	1.0000	
702	Spectrogram 1	1	71315.199750000	71318.527750000	34.0	120.0	1.0000	
703	Spectrogram 1	1	71353.087750000	71354.111750000	34.0	120.0	1.0000	bdf
704	Spectrogram 1	1	71401.215750000	71403.007750000	34.0	120.0	1.0000	bdf
705	Spectrogram 1	1	71412.479750000	71414.527750000	34.0	120.0	1.0000	
706	Spectrogram 1	1	71438.079750000	71441.919750000	34.0	120.0	1.0000	
707	Spectrogram 1	1	71475.199750000	71476.479750000	34.0	120.0	1.0000	
708	Spectrogram 1	1	71480.831750000	71482.111750000	34.0	120.0	1.0000	
709	Spectrogram 1	1	71519.487750000	71520.511750000	34.0	120.0	1.0000	
710	Spectrogram 1	1	71544.063750000	71547.391750000	34.0	120.0	1.0000	
711	Spectrogram 1	1	71582.719750000	71584.255750000	34.0	120.0	1.0000	
712	Spectrogram 1	1	71592.191750000	71593.215750000	34.0	120.0	1.0000	bdf
713	Spectrogram 1	1	71636.479750000	71637.503750000	34.0	120.0	1.0000	
714	Spectrogram 1	1	71660.799750000	71661.823750000	34.0	120.0	1.0000	bdf
715	Spectrogram 1	1	71914.239750000	71915.263750000	34.0	120.0	1.0000	
716	Spectrogram 1	1	71967.231750000	71968.255750000	34.0	120.0	1.0000	bdf
717	Spectrogram 1	1	71994.111750000	71995.135750000	34.0	120.0	1.0000	bdf
718	Spectrogram 1	1	72023.039750000	72024.063750000	34.0	120.0	1.0000	bdf
719	Spectrogram 1	1	72047.103750000	72048.127750000	34.0	120.0	1.0000	bdf
720	Spectrogram 1	1	72056.575750000	72058.111750000	34.0	120.0	1.0000	
721	Spectrogram 1	1	72068.863750000	72069.887750000	34.0	120.0	1.0000	
722	Spectrogram 1	1	72082.943750000	72083.967750000	34.0	120.0	1.0000	bdf
723	Spectrogram 1	1	72087.039750000	72088.063750000	34.0	120.0	1.0000	bdf
724	Spectrogram 1	1	72145.407750000	72146.431750000	34.0	120.0	1.0000	bdf
725	Spectrogram 1	1	72166.655750000	72167.679750000	34.0	120.0	1.0000	bdf
726	Spectrogram 1	1	72221.695750000	72222.719750000	34.0	120.0	1.0000	bdf
727	Spectrogram 1	1	72259.071750000	72260.607750000	34.0	120.0	1.0000	
728	Spectrogram 1	1	72347.647750000	72349.951750000	34.0	120.0	1.0000	bdf
729	Spectrogram 1	1	72462.079750000	72463.103750000	34.0	120.0	1.0000	bdf
730	Spectrogram 1	1	72664.319750000	72665.599750000	34.0	120.0	1.0000	
731	Spectrogram 1	1	72670.207750000	72671.743750000	34.0	120.0	1.0000	
732	Spectrogram 1	1	72725.247750000	72726.527750000	34.0	120.0	1.0000	bdf
733	Spectrogram 1	1	72737.535750000	72738.815750000	34.0	120.0	1.0000	bdf
734	Spectrogram 1	1	72784.895750000	72786.175750000	34.0	120.0	1.0000	bdf
735	Spectrogram 1	1	72824.831750000	72826.623750000	34.0	120.0	1.0000	bdf
736	Spectrogram 1	1	72875.519750000	72876.543750000	34.0	120.0	1.0000	
737	Spectrogram 1	1	72877.567750000	72880.383750000	34.0	120.0	1.0000	bdf
738	Spectrogram 1	1	73241.599750000	73242.623750000	34.0	120.0	1.0000	bdf
739	Spectrogram 1	1	73326.079750000	73327.615750000	34.0	120.0	1.0000	bdf
740	Spectrogram 1	1	73638.911750000	73640.191750000	34.0	120.0	1.0000	bdf
741	Spectrogram 1	1	74124.799750000	74126.079750000	34.0	120.0	1.0000	bdf
742	Spectrogram 1	1	74185.727750000	74186.751750000	34.0	120.0	1.0000	bdf
743	Spectrogram 1	1	74244.095750000	74245.375750000	34.0	120.0	1.0000	bdf
744	Spectrogram 1	1	74267.647750000	74268.671750000	34.0	120.0	1.0000	bdf
745	Spectrogram 1	1	74360.575750000	74361.855750000	34.0	120.0	1.0000	
746	Spectrogram 1	1	74441.983750000	74443.007750000	34.0	120.0	1.0000	bdf
747	Spectrogram 1	1	74596.351750000	74597.375750000	34.0	120.0	1.0000	bdf
748	Spectrogram 1	1	75028.479750000	75030.271750000	34.0	120.0	1.0000	bdf
749	Spectrogram 1	1	75234.047750000	75236.351750000	34.0	120.0	1.0000	
750	Spectrogram 1	1	75262.975750000	75264.767750000	34.0	120.0	1.0000	
751	Spectrogram 1	1	75299.327750000	75300.863750000	34.0	120.0	1.0000	bdf
752	Spectrogram 1	1	75364.095750000	75366.399750000	34.0	120.0	1.0000	
753	Spectrogram 1	1	75367.423750000	75368.703750000	34.0	120.0	1.0000	
754	Spectrogram 1	1	75381.247750000	75382.527750000	34.0	120.0	1.0000	
755	Spectrogram 1	1	75443.967750000	75445.247750000	34.0	120.0	1.0000	
756	Spectrogram 1	1	75472.383750000	75475.199750000	34.0	120.0	1.0000	
757	Spectrogram 1	1	75635.455750000	75636.479750000	34.0	120.0	1.0000	
758	Spectrogram 1	1	75636.991750000	75638.527750000	34.0	120.0	1.0000	
759	Spectrogram 1	1	75700.479750000	75701.759750000	34.0	120.0	1.0000	
760	Spectrogram 1	1	75805.439750000	75806.463750000	34.0	120.0	1.0000	bdf
761	Spectrogram 1	1	75846.399750000	75847.679750000	34.0	120.0	1.0000	
762	Spectrogram 1	1	75858.431750000	75859.455750000	34.0	120.0	1.0000	
763	Spectrogram 1	1	75926.015750000	75927.551750000	34.0	120.0	1.0000	bdf
764	Spectrogram 1	1	75946.239750000	75947.263750000	34.0	120.0	1.0000	
765	Spectrogram 1	1	75970.303750000	75972.095750000	34.0	120.0	1.0000	bdf
766	Spectrogram 1	1	76035.839750000	76038.399750000	34.0	120.0	1.0000	
767	Spectrogram 1	1	76044.287750000	76045.311750000	34.0	120.0	1.0000	
768	Spectrogram 1	1	76047.871750000	76048.895750000	34.0	120.0	1.0000	bdf
769	Spectrogram 1	1	76076.031750000	76077.567750000	34.0	120.0	1.0000	bdf
770	Spectrogram 1	1	76105.215750000	76106.495750000	34.0	120.0	1.0000	
771	Spectrogram 1	1	76114.175750000	76115.967750000	34.0	120.0	1.0000	
772	Spectrogram 1	1	76181.247750000	76184.575750000	34.0	120.0	1.0000	
773	Spectrogram 1	1	76221.951750000	76223.487750000	34.0	120.0	1.0000	bdf
774	Spectrogram 1	1	76227.327750000	76228.607750000	34.0	120.0	1.0000	bdf
775	Spectrogram 1	1	76311.807750000	76313.855750000	34.0	120.0	1.0000	
776	Spectrogram 1	1	76338.943750000	76342.783750000	34.0	120.0	1.0000	
777	Spectrogram 1	1	76374.015750000	76375.039750000	34.0	120.0	1.0000	bdf
778	Spectrogram 1	1	76375.295750000	76376.319750000	34.0	120.0	1.0000	
779	Spectrogram 1	1	76376.575750000	76377.599750000	34.0	120.0	1.0000	
780	Spectrogram 1	1	76497.663750000	76499.199750000	34.0	120.0	1.0000	
781	Spectrogram 1	1	76614.911750000	76616.447750000	34.0	120.0	1.0000	bdf
782	Spectrogram 1	1	76659.199750000	76660.223750000	34.0	120.0	1.0000	bdf
783	Spectrogram 1	1	76686.079750000	76687.103750000	34.0	120.0	1.0000	bdf
784	Spectrogram 1	1	76719.103750000	76720.127750000	34.0	120.0	1.0000	bdf
785	Spectrogram 1	1	76737.535750000	76740.607750000	34.0	120.0	1.0000	bdf
786	Spectrogram 1	1	76742.911750000	76744.703750000	34.0	120.0	1.0000	bdf
787	Spectrogram 1	1	76760.319750000	76761.343750000	34.0	120.0	1.0000	bdf
788	Spectrogram 1	1	76783.871750000	76785.151750000	34.0	120.0	1.0000	bdf
789	Spectrogram 1	1	76788.479750000	76789.503750000	34.0	120.0	1.0000	bdf
790	Spectrogram 1	1	76808.959750000	76810.751750000	34.0	120.0	1.0000	
791	Spectrogram 1	1	76853.247750000	76854.271750000	34.0	120.0	1.0000	
792	Spectrogram 1	1	76868.607750000	76870.911750000	34.0	120.0	1.0000	
793	Spectrogram 1	1	76893.183750000	76894.975750000	34.0	120.0	1.0000	bdf
794	Spectrogram 1	1	76910.079750000	76911.103750000	34.0	120.0	1.0000	
795	Spectrogram 1	1	76911.359750000	76915.199750000	34.0	120.0	1.0000	
796	Spectrogram 1	1	76985.599750000	76987.903750000	34.0	120.0	1.0000	
797	Spectrogram 1	1	76993.535750000	76994.559750000	34.0	120.0	1.0000	bdf
798	Spectrogram 1	1	77058.559750000	77059.583750000	34.0	120.0	1.0000	
799	Spectrogram 1	1	77221.119750000	77222.143750000	34.0	120.0	1.0000	
800	Spectrogram 1	1	77252.607750000	77253.887750000	34.0	120.0	1.0000	
801	Spectrogram 1	1	77334.015750000	77335.295750000	34.0	120.0	1.0000	
802	Spectrogram 1	1	77348.095750000	77349.119750000	34.0	120.0	1.0000	
803	Spectrogram 1	1	77380.863750000	77383.423750000	34.0	120.0	1.0000	
804	Spectrogram 1	1	77391.359750000	77392.383750000	34.0	120.0	1.0000	
805	Spectrogram 1	1	77458.175750000	77460.223750000	34.0	120.0	1.0000	
806	Spectrogram 1	1	77481.215750000	77484.287750000	34.0	120.0	1.0000	
807	Spectrogram 1	1	77574.911750000	77576.447750000	34.0	120.0	1.0000	
808	Spectrogram 1	1	77629.695750000	77630.719750000	34.0	120.0	1.0000	
809	Spectrogram 1	1	77701.119750000	77702.143750000	34.0	120.0	1.0000	
810	Spectrogram 1	1	77778.943750000	77779.967750000	34.0	120.0	1.0000	
811	Spectrogram 1	1	77797.375750000	77798.399750000	34.0	120.0	1.0000	
812	Spectrogram 1	1	77833.983750000	77835.775750000	34.0	120.0	1.0000	bdf
813	Spectrogram 1	1	77853.439750000	77854.975750000	34.0	120.0	1.0000	bdf
814	Spectrogram 1	1	77879.807750000	77881.343750000	34.0	120.0	1.0000	
815	Spectrogram 1	1	77920.511750000	77921.535750000	34.0	120.0	1.0000	
816	Spectrogram 1	1	77926.911750000	77927.935750000	34.0	120.0	1.0000	
817	Spectrogram 1	1	77965.823750000	77966.847750000	34.0	120.0	1.0000	
818	Spectrogram 1	1	77970.687750000	77971.711750000	34.0	120.0	1.0000	bdf
819	Spectrogram 1	1	78006.783750000	78009.087750000	34.0	120.0	1.0000	bdf
820	Spectrogram 1	1	78031.615750000	78033.919750000	34.0	120.0	1.0000	
821	Spectrogram 1	1	78048.767750000	78050.047750000	34.0	120.0	1.0000	
822	Spectrogram 1	1	78068.223750000	78069.759750000	34.0	120.0	1.0000	
823	Spectrogram 1	1	78070.015750000	78071.039750000	34.0	120.0	1.0000	
824	Spectrogram 1	1	78099.199750000	78100.479750000	34.0	120.0	1.0000	
825	Spectrogram 1	1	78141.951750000	78143.487750000	34.0	120.0	1.0000	
826	Spectrogram 1	1	78196.735750000	78198.783750000	34.0	120.0	1.0000	
827	Spectrogram 1	1	78237.951750000	78239.743750000	34.0	120.0	1.0000	
828	Spectrogram 1	1	78247.167750000	78249.215750000	34.0	120.0	1.0000	
829	Spectrogram 1	1	78282.495750000	78284.543750000	34.0	120.0	1.0000	
830	Spectrogram 1	1	78297.087750000	78298.879750000	34.0	120.0	1.0000	
831	Spectrogram 1	1	78475.007750000	78476.031750000	34.0	120.0	1.0000	
832	Spectrogram 1	1	78487.039750000	78488.063750000	34.0	120.0	1.0000	
833	Spectrogram 1	1	78553.343750000	78554.367750000	34.0	120.0	1.0000	
834	Spectrogram 1	1	78608.127750000	78609.919750000	34.0	120.0	1.0000	
835	Spectrogram 1	1	78719.231750000	78720.255750000	34.0	120.0	1.0000	
836	Spectrogram 1	1	78756.095750000	78757.887750000	34.0	120.0	1.0000	
837	Spectrogram 1	1	78828.543750000	78830.079750000	34.0	120.0	1.0000	
838	Spectrogram 1	1	78845.183750000	78847.231750000	34.0	120.0	1.0000	
839	Spectrogram 1	1	78877.695750000	78879.231750000	34.0	120.0	1.0000	
840	Spectrogram 1	1	78945.791750000	78949.119750000	34.0	120.0	1.0000	
841	Spectrogram 1	1	79020.031750000	79021.567750000	34.0	120.0	1.0000	
842	Spectrogram 1	1	79070.975750000	79073.791750000	34.0	120.0	1.0000	
843	Spectrogram 1	1	79140.095750000	79141.887750000	34.0	120.0	1.0000	
844	Spectrogram 1	1	79147.263750000	79148.543750000	34.0	120.0	1.0000	
845	Spectrogram 1	1	79173.375750000	79174.655750000	34.0	120.0	1.0000	
846	Spectrogram 1	1	79268.607750000	79270.399750000	34.0	120.0	1.0000	
847	Spectrogram 1	1	79270.655750000	79271.679750000	34.0	120.0	1.0000	
848	Spectrogram 1	1	79321.599750000	79322.623750000	34.0	120.0	1.0000	
849	Spectrogram 1	1	79345.919750000	79347.967750000	34.0	120.0	1.0000	
850	Spectrogram 1	1	79410.431750000	79412.479750000	34.0	120.0	1.0000	
851	Spectrogram 1	1	79566.847750000	79568.639750000	34.0	120.0	1.0000	
852	Spectrogram 1	1	79580.927750000	79582.207750000	34.0	120.0	1.0000	
853	Spectrogram 1	1	79640.063750000	79641.087750000	34.0	120.0	1.0000	
854	Spectrogram 1	1	79686.143750000	79687.167750000	34.0	120.0	1.0000	
855	Spectrogram 1	1	79707.135750000	79709.183750000	34.0	120.0	1.0000	
856	Spectrogram 1	1	79761.663750000	79763.199750000	34.0	120.0	1.0000	
857	Spectrogram 1	1	79776.767750000	79778.559750000	34.0	120.0	1.0000	
858	Spectrogram 1	1	79884.287750000	79885.567750000	34.0	120.0	1.0000	
859	Spectrogram 1	1	79898.623750000	79899.647750000	34.0	120.0	1.0000	
860	Spectrogram 1	1	79900.415750000	79903.231750000	34.0	120.0	1.0000	
861	Spectrogram 1	1	79994.111750000	79995.903750000	34.0	120.0	1.0000	
862	Spectrogram 1	1	80074.239750000	80075.775750000	34.0	120.0	1.0000	
863	Spectrogram 1	1	80108.543750000	80109.567750000	34.0	120.0	1.0000	
864	Spectrogram 1	1	80138.751750000	80140.799750000	34.0	120.0	1.0000	bdt
865	Spectrogram 1	1	80171.519750000	80173.311750000	34.0	120.0	1.0000	
866	Spectrogram 1	1	80203.519750000	80204.799750000	34.0	120.0	1.0000	
867	Spectrogram 1	1	80295.423750000	80296.703750000	34.0	120.0	1.0000	
868	Spectrogram 1	1	80312.063750000	80313.087750000	34.0	120.0	1.0000	
869	Spectrogram 1	1	80361.471750000	80363.519750000	34.0	120.0	1.0000	
870	Spectrogram 1	1	80389.887750000	80392.959750000	34.0	120.0	1.0000	
871	Spectrogram 1	1	80431.871750000	80433.407750000	34.0	120.0	1.0000	
872	Spectrogram 1	1	80474.879750000	80477.951750000	34.0	120.0	1.0000	bdf
873	Spectrogram 1	1	80561.919750000	80563.967750000	34.0	120.0	1.0000	
874	Spectrogram 1	1	80579.327750000	80580.607750000	34.0	120.0	1.0000	
875	Spectrogram 1	1	80612.607750000	80614.655750000	34.0	120.0	1.0000	
876	Spectrogram 1	1	80675.327750000	80676.607750000	34.0	120.0	1.0000	
877	Spectrogram 1	1	80788.991750000	80792.575750000	34.0	120.0	1.0000	
878	Spectrogram 1	1	80911.359750000	80912.383750000	34.0	120.0	1.0000	
879	Spectrogram 1	1	80959.743750000	80961.279750000	34.0	120.0	1.0000	
880	Spectrogram 1	1	81026.303750000	81027.327750000	34.0	120.0	1.0000	
881	Spectrogram 1	1	81114.879750000	81115.903750000	34.0	120.0	1.0000	
882	Spectrogram 1	1	81133.055750000	81134.079750000	34.0	120.0	1.0000	
883	Spectrogram 1	1	81178.367750000	81179.391750000	34.0	120.0	1.0000	
884	Spectrogram 1	1	81219.327750000	81221.119750000	34.0	120.0	1.0000	
885	Spectrogram 1	1	81229.823750000	81232.383750000	34.0	120.0	1.0000	
886	Spectrogram 1	1	81253.119750000	81254.143750000	34.0	120.0	1.0000	
887	Spectrogram 1	1	81298.687750000	81299.711750000	34.0	120.0	1.0000	
888	Spectrogram 1	1	81377.023750000	81378.047750000	34.0	120.0	1.0000	
889	Spectrogram 1	1	81395.455750000	81397.759750000	34.0	120.0	1.0000	
890	Spectrogram 1	1	81419.263750000	81420.287750000	34.0	120.0	1.0000	
891	Spectrogram 1	1	81432.575750000	81434.879750000	34.0	120.0	1.0000	
892	Spectrogram 1	1	81442.559750000	81444.607750000	34.0	120.0	1.0000	
893	Spectrogram 1	1	81470.975750000	81472.255750000	34.0	120.0	1.0000	
894	Spectrogram 1	1	81473.535750000	81475.071750000	34.0	120.0	1.0000	
895	Spectrogram 1	1	81614.591750000	81615.615750000	34.0	120.0	1.0000	
896	Spectrogram 1	1	81634.815750000	81636.095750000	34.0	120.0	1.0000	
897	Spectrogram 1	1	81726.207750000	81727.487750000	34.0	120.0	1.0000	
898	Spectrogram 1	1	81788.671750000	81790.719750000	34.0	120.0	1.0000	
899	Spectrogram 1	1	81823.231750000	81824.511750000	34.0	120.0	1.0000	
900	Spectrogram 1	1	81847.551750000	81849.087750000	34.0	120.0	1.0000	
901	Spectrogram 1	1	81891.839750000	81892.863750000	34.0	120.0	1.0000	
902	Spectrogram 1	1	81939.711750000	81941.759750000	34.0	120.0	1.0000	
903	Spectrogram 1	1	82053.119750000	82054.399750000	34.0	120.0	1.0000	
904	Spectrogram 1	1	82080.255750000	82082.815750000	34.0	120.0	1.0000	bdt
905	Spectrogram 1	1	82092.543750000	82093.823750000	34.0	120.0	1.0000	
906	Spectrogram 1	1	82197.503750000	82198.527750000	34.0	120.0	1.0000	bdf
907	Spectrogram 1	1	82244.351750000	82246.143750000	34.0	120.0	1.0000	
908	Spectrogram 1	1	82380.799750000	82381.823750000	34.0	120.0	1.0000	bdf
909	Spectrogram 1	1	82484.991750000	82486.527750000	34.0	120.0	1.0000	
910	Spectrogram 1	1	82852.607750000	82853.887750000	34.0	120.0	1.0000	
911	Spectrogram 1	1	82868.479750000	82870.271750000	34.0	120.0	1.0000	
912	Spectrogram 1	1	83183.871750000	83186.175750000	34.0	120.0	1.0000	
913	Spectrogram 1	1	83186.431750000	83187.711750000	34.0	120.0	1.0000	
914	Spectrogram 1	1	83188.735750000	83189.759750000	34.0	120.0	1.0000	
915	Spectrogram 1	1	83316.735750000	83317.759750000	34.0	120.0	1.0000	
916	Spectrogram 1	1	83387.903750000	83389.183750000	34.0	120.0	1.0000	bdf
917	Spectrogram 1	1	83477.503750000	83478.527750000	34.0	120.0	1.0000	
918	Spectrogram 1	1	83511.551750000	83513.343750000	34.0	120.0	1.0000	
919	Spectrogram 1	1	83574.015750000	83575.039750000	34.0	120.0	1.0000	
920	Spectrogram 1	1	83593.215750000	83594.495750000	34.0	120.0	1.0000	
921	Spectrogram 1	1	83634.943750000	83639.039750000	34.0	120.0	1.0000	bdt
922	Spectrogram 1	1	83692.031750000	83693.311750000	34.0	120.0	1.0000	
923	Spectrogram 1	1	83718.655750000	83719.935750000	34.0	120.0	1.0000	bdf
924	Spectrogram 1	1	83740.159750000	83741.183750000	34.0	120.0	1.0000	bdf
925	Spectrogram 1	1	83769.343750000	83771.135750000	34.0	120.0	1.0000	bdt
926	Spectrogram 1	1	83830.271750000	83831.551750000	34.0	120.0	1.0000	
927	Spectrogram 1	1	83945.983750000	83947.263750000	34.0	120.0	1.0000	
928	Spectrogram 1	1	83991.551750000	83992.575750000	34.0	120.0	1.0000	bdf
929	Spectrogram 1	1	84012.799750000	84014.079750000	34.0	120.0	1.0000	bdf
930	Spectrogram 1	1	84080.639750000	84081.663750000	34.0	120.0	1.0000	bdf
931	Spectrogram 1	1	84182.015750000	84185.343750000	34.0	120.0	1.0000	
932	Spectrogram 1	1	84367.359750000	84368.383750000	34.0	120.0	1.0000	
933	Spectrogram 1	1	84442.367750000	84443.391750000	34.0	120.0	1.0000	bdf
934	Spectrogram 1	1	84547.071750000	84551.423750000	34.0	120.0	1.0000	bdt
935	Spectrogram 1	1	84602.111750000	84603.391750000	34.0	120.0	1.0000	
936	Spectrogram 1	1	84608.511750000	84609.535750000	34.0	120.0	1.0000	bdf
937	Spectrogram 1	1	84687.103750000	84688.127750000	34.0	120.0	1.0000	bdf
938	Spectrogram 1	1	84782.079750000	84784.383750000	34.0	120.0	1.0000	
939	Spectrogram 1	1	84801.791750000	84802.815750000	34.0	120.0	1.0000	bdf
940	Spectrogram 1	1	84997.631750000	84999.167750000	34.0	120.0	1.0000	
941	Spectrogram 1	1	85000.703750000	85001.727750000	34.0	120.0	1.0000	
942	Spectrogram 1	1	85001.983750000	85003.519750000	34.0	120.0	1.0000	
943	Spectrogram 1	1	85004.031750000	85005.823750000	34.0	120.0	1.0000	
944	Spectrogram 1	1	85006.079750000	85007.615750000	34.0	120.0	1.0000	
945	Spectrogram 1	1	85168.895750000	85169.919750000	34.0	120.0	1.0000	bdf
946	Spectrogram 1	1	85650.943750000	85652.479750000	34.0	120.0	1.0000	
947	Spectrogram 1	1	85667.327750000	85668.607750000	34.0	120.0	1.0000	
948	Spectrogram 1	1	85719.807750000	85723.391750000	34.0	120.0	1.0000	bdf
949	Spectrogram 1	1	85728.511750000	85729.791750000	34.0	120.0	1.0000	
950	Spectrogram 1	1	85757.439750000	85760.511750000	34.0	120.0	1.0000	
951	Spectrogram 1	1	85775.359750000	85776.383750000	34.0	120.0	1.0000	
952	Spectrogram 1	1	85817.599750000	85818.623750000	34.0	120.0	1.0000	
953	Spectrogram 1	1	85824.255750000	85825.791750000	34.0	120.0	1.0000	bdf
954	Spectrogram 1	1	85836.799750000	85837.823750000	34.0	120.0	1.0000	
955	Spectrogram 1	1	85919.999750000	85921.791750000	34.0	120.0	1.0000	
956	Spectrogram 1	1	85924.863750000	85926.143750000	34.0	120.0	1.0000	
957	Spectrogram 1	1	85998.335750000	85999.359750000	34.0	120.0	1.0000	
958	Spectrogram 1	1	86039.295750000	86041.087750000	34.0	120.0	1.0000	
959	Spectrogram 1	1	86046.719750000	86047.743750000	34.0	120.0	1.0000	
960	Spectrogram 1	1	86049.279750000	86052.095750000	34.0	120.0	1.0000	bdt
961	Spectrogram 1	1	86064.383750000	86065.663750000	34.0	120.0	1.0000	
962	Spectrogram 1	1	86073.087750000	86075.647750000	34.0	120.0	1.0000	bdt
963	Spectrogram 1	1	86203.391750000	86204.415750000	34.0	120.0	1.0000	
964	Spectrogram 1	1	86217.471750000	86218.751750000	34.0	120.0	1.0000	
965	Spectrogram 1	1	86221.823750000	86223.359750000	34.0	120.0	1.0000	bdf
966	Spectrogram 1	1	86270.719750000	86272.255750000	34.0	120.0	1.0000	
967	Spectrogram 1	1	86291.199750000	86292.223750000	34.0	120.0	1.0000	
968	Spectrogram 1	1	86296.575750000	86298.111750000	34.0	120.0	1.0000	
969	Spectrogram 1	1	86347.519750000	86349.823750000	34.0	120.0	1.0000	bdf
