Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy	Classification
655	Spectrogram 1	1	25565.153250000	25568.799750000	34.0	120.0	0.9930	bdf
656	Spectrogram 1	1	25576.730250000	25579.280250000	34.0	120.0	0.9500	bdf
657	Spectrogram 1	1	25579.866750000	25581.090750000	34.0	120.0	0.8542	
658	Spectrogram 1	1	25609.523250000	25612.863750000	34.0	120.0	0.9618	
659	Spectrogram 1	1	25650.476250000	25656.545250000	34.0	120.0	0.9580	
660	Spectrogram 1	1	25686.303750000	25689.746250000	34.0	120.0	0.9630	
661	Spectrogram 1	1	25695.942750000	25698.543750000	34.0	120.0	1.0000	
662	Spectrogram 1	1	25699.538250000	25700.787750000	34.0	120.0	0.7959	
663	Spectrogram 1	1	25854.246750000	25860.596250000	34.0	120.0	0.9759	
664	Spectrogram 1	1	26087.061750000	26088.132750000	34.0	120.0	0.6667	
665	Spectrogram 1	1	26139.566250000	26145.125250000	34.0	120.0	1.0000	
666	Spectrogram 1	1	26179.014750000	26181.054750000	34.0	120.0	0.9750	
667	Spectrogram 1	1	26196.405750000	26197.502250000	34.0	120.0	1.0000	
668	Spectrogram 1	1	26230.193250000	26236.338750000	34.0	120.0	0.9087	
669	Spectrogram 1	1	26301.287250000	26302.536750000	34.0	120.0	0.7755	
670	Spectrogram 1	1	26309.039250000	26312.889750000	34.0	120.0	0.9404	
671	Spectrogram 1	1	26348.691750000	26353.256250000	34.0	120.0	0.8994	
672	Spectrogram 1	1	26370.978750000	26372.075250000	34.0	120.0	0.6279	
673	Spectrogram 1	1	26384.595750000	26388.981750000	34.0	120.0	0.9535	
674	Spectrogram 1	1	26431.923750000	26437.304250000	34.0	120.0	0.9668	
675	Spectrogram 1	1	26437.610250000	26438.987250000	34.0	120.0	0.8333	
676	Spectrogram 1	1	26472.213750000	26475.248250000	34.0	120.0	0.8571	
677	Spectrogram 1	1	26670.093750000	26671.598250000	34.0	120.0	0.8475	
678	Spectrogram 1	1	26698.245750000	26700.693750000	34.0	120.0	0.7292	
679	Spectrogram 1	1	26800.067250000	26801.316750000	34.0	120.0	0.8980	
680	Spectrogram 1	1	26926.623750000	26927.796750000	34.0	120.0	1.0000	
681	Spectrogram 1	1	26951.409750000	26954.418750000	34.0	120.0	0.6949	
682	Spectrogram 1	1	26954.903250000	26956.076250000	34.0	120.0	0.7609	
683	Spectrogram 1	1	26994.555750000	26996.850750000	34.0	120.0	0.8333	
684	Spectrogram 1	1	27209.393250000	27212.835750000	34.0	120.0	0.9926	
685	Spectrogram 1	1	27214.085250000	27217.782750000	34.0	120.0	0.9793	
686	Spectrogram 1	1	27311.673750000	27313.484250000	34.0	120.0	0.7746	
687	Spectrogram 1	1	27445.293750000	27446.721750000	34.0	120.0	1.0000	
688	Spectrogram 1	1	27494.304750000	27498.818250000	34.0	120.0	0.9661	
689	Spectrogram 1	1	27543.851250000	27548.976750000	34.0	120.0	0.9303	
690	Spectrogram 1	1	27549.333750000	27550.761750000	34.0	120.0	0.6964	
691	Spectrogram 1	1	27596.483250000	27597.783750000	34.0	120.0	1.0000	
692	Spectrogram 1	1	27598.242750000	27600.690750000	34.0	120.0	0.9688	
693	Spectrogram 1	1	27823.968750000	27825.141750000	34.0	120.0	1.0000	
694	Spectrogram 1	1	27825.728250000	27826.748250000	34.0	120.0	1.0000	
695	Spectrogram 1	1	27887.718750000	27893.277750000	34.0	120.0	0.9908	
696	Spectrogram 1	1	27896.975250000	27900.825750000	34.0	120.0	1.0000	
697	Spectrogram 1	1	27937.367250000	27938.846250000	34.0	120.0	0.8448	
698	Spectrogram 1	1	27948.332250000	27949.658250000	34.0	120.0	0.8654	
699	Spectrogram 1	1	28010.399250000	28013.637750000	34.0	120.0	1.0000	
700	Spectrogram 1	1	28024.628250000	28026.311250000	34.0	120.0	0.9242	
701	Spectrogram 1	1	28075.118250000	28077.999750000	34.0	120.0	0.8761	
702	Spectrogram 1	1	28099.317750000	28100.618250000	34.0	120.0	1.0000	
703	Spectrogram 1	1	28110.512250000	28112.756250000	34.0	120.0	0.8409	
704	Spectrogram 1	1	28125.276750000	28126.449750000	34.0	120.0	0.6304	
705	Spectrogram 1	1	28158.630750000	28159.727250000	34.0	120.0	1.0000	
706	Spectrogram 1	1	28199.660250000	28204.148250000	34.0	120.0	0.9886	
707	Spectrogram 1	1	28206.366750000	28208.228250000	34.0	120.0	1.0000	
708	Spectrogram 1	1	28209.222750000	28210.242750000	34.0	120.0	1.0000	
709	Spectrogram 1	1	28213.455750000	28214.628750000	34.0	120.0	0.6957	
710	Spectrogram 1	1	28308.545250000	28310.024250000	34.0	120.0	1.0000	
711	Spectrogram 1	1	28310.942250000	28312.752750000	34.0	120.0	0.7746	
712	Spectrogram 1	1	28335.320250000	28339.808250000	34.0	120.0	0.9773	
713	Spectrogram 1	1	28371.122250000	28372.856250000	34.0	120.0	0.8529	
714	Spectrogram 1	1	28429.568250000	28432.143750000	34.0	120.0	1.0000	
715	Spectrogram 1	1	28493.216250000	28494.669750000	34.0	120.0	1.0000	
716	Spectrogram 1	1	28501.427250000	28503.212250000	34.0	120.0	1.0000	
717	Spectrogram 1	1	28524.198750000	28526.544750000	34.0	120.0	0.9783	
718	Spectrogram 1	1	28559.924250000	28563.239250000	34.0	120.0	1.0000	
719	Spectrogram 1	1	28563.851250000	28565.814750000	34.0	120.0	0.8961	
720	Spectrogram 1	1	28572.419250000	28573.923750000	34.0	120.0	0.9661	
721	Spectrogram 1	1	28591.136250000	28596.236250000	34.0	120.0	0.9550	
722	Spectrogram 1	1	28597.485750000	28598.684250000	34.0	120.0	0.8936	
723	Spectrogram 1	1	28599.092250000	28600.316250000	34.0	120.0	1.0000	
724	Spectrogram 1	1	28642.110750000	28645.502250000	34.0	120.0	0.9699	
725	Spectrogram 1	1	28645.757250000	28647.287250000	34.0	120.0	0.8500	
726	Spectrogram 1	1	28647.720750000	28649.301750000	34.0	120.0	1.0000	
727	Spectrogram 1	1	28649.684250000	28655.498250000	34.0	120.0	0.9737	
728	Spectrogram 1	1	28686.378750000	28687.755750000	34.0	120.0	1.0000	
729	Spectrogram 1	1	28848.482250000	28851.746250000	34.0	120.0	0.9766	
730	Spectrogram 1	1	28871.814750000	28872.936750000	34.0	120.0	0.7955	
731	Spectrogram 1	1	28910.039250000	28911.059250000	34.0	120.0	0.6750	
732	Spectrogram 1	1	28920.341250000	28923.273750000	34.0	120.0	0.8783	
733	Spectrogram 1	1	28976.441250000	28980.240750000	34.0	120.0	0.9262	
734	Spectrogram 1	1	28981.184250000	28982.484750000	34.0	120.0	1.0000	
735	Spectrogram 1	1	29001.864750000	29002.935750000	34.0	120.0	1.0000	
736	Spectrogram 1	1	29020.224750000	29022.086250000	34.0	120.0	0.6849	
737	Spectrogram 1	1	29046.107250000	29048.708250000	34.0	120.0	0.8725	
738	Spectrogram 1	1	29082.317250000	29083.566750000	34.0	120.0	0.9184	
739	Spectrogram 1	1	29084.331750000	29085.555750000	34.0	120.0	0.9583	
740	Spectrogram 1	1	29129.568750000	29131.124250000	34.0	120.0	0.8197	
741	Spectrogram 1	1	29138.391750000	29142.777750000	34.0	120.0	0.8372	
742	Spectrogram 1	1	29183.093250000	29184.215250000	34.0	120.0	0.7955	
743	Spectrogram 1	1	29184.470250000	29189.697750000	34.0	120.0	0.8878	
744	Spectrogram 1	1	29224.046250000	29225.117250000	34.0	120.0	1.0000	
745	Spectrogram 1	1	29225.627250000	29230.344750000	34.0	120.0	1.0000	
746	Spectrogram 1	1	29230.599750000	29232.257250000	34.0	120.0	0.9692	
747	Spectrogram 1	1	29277.978750000	29279.381250000	34.0	120.0	0.8182	
748	Spectrogram 1	1	29451.710250000	29455.586250000	34.0	120.0	0.8882	
749	Spectrogram 1	1	29496.054750000	29498.528250000	34.0	120.0	0.8247	
750	Spectrogram 1	1	29516.199750000	29519.489250000	34.0	120.0	0.9922	
751	Spectrogram 1	1	29521.325250000	29523.161250000	34.0	120.0	0.8194	
752	Spectrogram 1	1	29681.567250000	29682.689250000	34.0	120.0	0.8636	
753	Spectrogram 1	1	29683.887750000	29685.621750000	34.0	120.0	1.0000	
754	Spectrogram 1	1	29723.157750000	29724.713250000	34.0	120.0	0.7705	
755	Spectrogram 1	1	29729.889750000	29733.842250000	34.0	120.0	1.0000	
756	Spectrogram 1	1	29734.785750000	29737.412250000	34.0	120.0	0.9320	
757	Spectrogram 1	1	29778.645750000	29779.997250000	34.0	120.0	0.8491	
758	Spectrogram 1	1	29788.820250000	29791.268250000	34.0	120.0	1.0000	
759	Spectrogram 1	1	29792.186250000	29793.384750000	34.0	120.0	0.9149	
760	Spectrogram 1	1	30065.087250000	30066.158250000	34.0	120.0	0.9524	
761	Spectrogram 1	1	30081.968250000	30088.368750000	34.0	120.0	1.0000	
762	Spectrogram 1	1	30090.638250000	30092.117250000	34.0	120.0	0.8793	
763	Spectrogram 1	1	30093.035250000	30094.463250000	34.0	120.0	1.0000	
764	Spectrogram 1	1	30306.597750000	30307.949250000	34.0	120.0	0.7170	
765	Spectrogram 1	1	30462.912750000	30465.054750000	34.0	120.0	0.9524	
766	Spectrogram 1	1	30581.156250000	30583.731750000	34.0	120.0	1.0000	
767	Spectrogram 1	1	30646.742250000	30649.317750000	34.0	120.0	0.9505	
768	Spectrogram 1	1	30862.982250000	30865.149750000	34.0	120.0	1.0000	
769	Spectrogram 1	1	30866.832750000	30868.719750000	34.0	120.0	1.0000	
770	Spectrogram 1	1	30870.810750000	30874.482750000	34.0	120.0	1.0000	
771	Spectrogram 1	1	31022.586750000	31023.759750000	34.0	120.0	0.8913	
772	Spectrogram 1	1	31024.295250000	31026.717750000	34.0	120.0	0.9474	
773	Spectrogram 1	1	31028.859750000	31030.466250000	34.0	120.0	1.0000	
774	Spectrogram 1	1	31034.444250000	31035.515250000	34.0	120.0	0.7619	
775	Spectrogram 1	1	31073.000250000	31074.989250000	34.0	120.0	0.8846	
776	Spectrogram 1	1	31078.074750000	31080.293250000	34.0	120.0	1.0000	
777	Spectrogram 1	1	31123.923750000	31127.238750000	34.0	120.0	0.9769	
778	Spectrogram 1	1	31127.595750000	31128.666750000	34.0	120.0	1.0000	
779	Spectrogram 1	1	31129.176750000	31130.273250000	34.0	120.0	1.0000	
780	Spectrogram 1	1	31130.961750000	31134.684750000	34.0	120.0	1.0000	
781	Spectrogram 1	1	31135.883250000	31137.005250000	34.0	120.0	0.8636	
782	Spectrogram 1	1	31177.320750000	31178.340750000	34.0	120.0	1.0000	
783	Spectrogram 1	1	31181.502750000	31187.495250000	34.0	120.0	0.9915	
784	Spectrogram 1	1	31189.101750000	31190.147250000	34.0	120.0	1.0000	
785	Spectrogram 1	1	31370.177250000	31375.175250000	34.0	120.0	0.9694	
786	Spectrogram 1	1	31375.685250000	31378.362750000	34.0	120.0	1.0000	
787	Spectrogram 1	1	31427.526750000	31429.107750000	34.0	120.0	1.0000	
788	Spectrogram 1	1	31430.255250000	31431.453750000	34.0	120.0	0.7234	
789	Spectrogram 1	1	31432.856250000	31434.182250000	34.0	120.0	1.0000	
790	Spectrogram 1	1	31866.152250000	31868.268750000	34.0	120.0	1.0000	
791	Spectrogram 1	1	31981.514250000	31982.687250000	34.0	120.0	0.9348	
792	Spectrogram 1	1	31984.523250000	31987.124250000	34.0	120.0	0.9412	
793	Spectrogram 1	1	32284.479750000	32286.468750000	34.0	120.0	0.8462	
794	Spectrogram 1	1	32310.081750000	32311.458750000	34.0	120.0	0.8333	
795	Spectrogram 1	1	32336.423250000	32337.494250000	34.0	120.0	0.7381	
796	Spectrogram 1	1	32368.298250000	32369.318250000	34.0	120.0	0.9000	
797	Spectrogram 1	1	32429.396250000	32431.206750000	34.0	120.0	1.0000	
798	Spectrogram 1	1	32457.701250000	32460.021750000	34.0	120.0	0.9451	
799	Spectrogram 1	1	32480.217750000	32486.388750000	34.0	120.0	0.9752	
800	Spectrogram 1	1	32489.525250000	32491.233750000	34.0	120.0	0.8955	
801	Spectrogram 1	1	32493.018750000	32494.064250000	34.0	120.0	1.0000	
802	Spectrogram 1	1	32522.522250000	32524.715250000	34.0	120.0	0.8837	
803	Spectrogram 1	1	32652.572250000	32654.127750000	34.0	120.0	1.0000	
804	Spectrogram 1	1	32658.972750000	32661.446250000	34.0	120.0	0.9278	
805	Spectrogram 1	1	32663.078250000	32664.123750000	34.0	120.0	1.0000	
806	Spectrogram 1	1	32701.914750000	32707.167750000	34.0	120.0	0.9806	
807	Spectrogram 1	1	32708.187750000	32709.284250000	34.0	120.0	1.0000	
808	Spectrogram 1	1	32709.666750000	32712.752250000	34.0	120.0	1.0000	
809	Spectrogram 1	1	32751.206250000	32752.302750000	34.0	120.0	1.0000	
810	Spectrogram 1	1	32752.736250000	32754.087750000	34.0	120.0	1.0000	
811	Spectrogram 1	1	32760.947250000	32762.808750000	34.0	120.0	0.7671	
812	Spectrogram 1	1	32804.271750000	32808.326250000	34.0	120.0	0.9686	
813	Spectrogram 1	1	32810.952750000	32812.049250000	34.0	120.0	1.0000	
814	Spectrogram 1	1	32855.093250000	32856.954750000	34.0	120.0	0.9178	
815	Spectrogram 1	1	32857.260750000	32861.085750000	34.0	120.0	0.9467	
816	Spectrogram 1	1	32862.386250000	32866.389750000	34.0	120.0	0.8726	
817	Spectrogram 1	1	32902.268250000	32903.441250000	34.0	120.0	1.0000	
818	Spectrogram 1	1	33063.530250000	33066.641250000	34.0	120.0	0.8443	
819	Spectrogram 1	1	33066.921750000	33069.446250000	34.0	120.0	0.9495	
820	Spectrogram 1	1	33112.031250000	33113.867250000	34.0	120.0	0.7778	
821	Spectrogram 1	1	33114.632250000	33116.519250000	34.0	120.0	0.8784	
822	Spectrogram 1	1	33123.965250000	33126.540750000	34.0	120.0	0.9406	
823	Spectrogram 1	1	33316.796250000	33318.173250000	34.0	120.0	0.9074	
824	Spectrogram 1	1	33320.672250000	33324.369750000	34.0	120.0	0.9517	
825	Spectrogram 1	1	33324.905250000	33329.163750000	34.0	120.0	1.0000	
826	Spectrogram 1	1	33373.125750000	33375.701250000	34.0	120.0	1.0000	
827	Spectrogram 1	1	33434.580750000	33438.813750000	34.0	120.0	1.0000	
828	Spectrogram 1	1	33439.094250000	33440.139750000	34.0	120.0	0.6585	
829	Spectrogram 1	1	33460.335750000	33462.809250000	34.0	120.0	0.9588	
830	Spectrogram 1	1	33497.463750000	33498.789750000	34.0	120.0	0.8846	
831	Spectrogram 1	1	33499.274250000	33505.572750000	34.0	120.0	0.9636	
832	Spectrogram 1	1	33506.924250000	33508.530750000	34.0	120.0	1.0000	
833	Spectrogram 1	1	33546.959250000	33552.900750000	34.0	120.0	0.9614	
834	Spectrogram 1	1	33565.727250000	33568.328250000	34.0	120.0	1.0000	
835	Spectrogram 1	1	33607.496250000	33608.618250000	34.0	120.0	0.9091	
836	Spectrogram 1	1	33647.174250000	33652.809750000	34.0	120.0	1.0000	
837	Spectrogram 1	1	33654.620250000	33655.844250000	34.0	120.0	1.0000	
838	Spectrogram 1	1	33686.138250000	33692.105250000	34.0	120.0	1.0000	
839	Spectrogram 1	1	33760.700250000	33767.151750000	34.0	120.0	0.9802	
840	Spectrogram 1	1	33769.395750000	33770.849250000	34.0	120.0	1.0000	
841	Spectrogram 1	1	33794.385750000	33797.267250000	34.0	120.0	1.0000	
842	Spectrogram 1	1	33801.602250000	33803.871750000	34.0	120.0	0.9775	
843	Spectrogram 1	1	33867.519750000	33868.590750000	34.0	120.0	1.0000	
844	Spectrogram 1	1	33904.137750000	33908.651250000	34.0	120.0	0.9096	
845	Spectrogram 1	1	33909.696750000	33911.277750000	34.0	120.0	0.9032	
846	Spectrogram 1	1	33954.015750000	33956.795250000	34.0	120.0	1.0000	
847	Spectrogram 1	1	33958.835250000	33962.507250000	34.0	120.0	0.9514	
848	Spectrogram 1	1	33963.833250000	33965.082750000	34.0	120.0	0.9388	
849	Spectrogram 1	1	34045.611750000	34048.034250000	34.0	120.0	0.8737	
850	Spectrogram 1	1	34101.533250000	34103.037750000	34.0	120.0	0.8475	
851	Spectrogram 1	1	34235.127750000	34237.473750000	34.0	120.0	0.9130	
852	Spectrogram 1	1	34237.907250000	34242.216750000	34.0	120.0	0.9822	
853	Spectrogram 1	1	34244.307750000	34246.016250000	34.0	120.0	0.8657	
854	Spectrogram 1	1	34281.002250000	34282.838250000	34.0	120.0	1.0000	
855	Spectrogram 1	1	34283.883750000	34286.408250000	34.0	120.0	0.8788	
856	Spectrogram 1	1	34290.896250000	34292.349750000	34.0	120.0	1.0000	
857	Spectrogram 1	1	34424.261250000	34426.122750000	34.0	120.0	0.9041	
858	Spectrogram 1	1	34547.910750000	34550.001750000	34.0	120.0	0.8049	
859	Spectrogram 1	1	34606.356750000	34609.136250000	34.0	120.0	1.0000	
860	Spectrogram 1	1	34610.691750000	34612.145250000	34.0	120.0	1.0000	
861	Spectrogram 1	1	34979.166750000	34980.288750000	34.0	120.0	0.8636	
862	Spectrogram 1	1	35013.948750000	35017.085250000	34.0	120.0	1.0000	
863	Spectrogram 1	1	35018.691750000	35021.522250000	34.0	120.0	0.9189	
864	Spectrogram 1	1	35021.802750000	35023.230750000	34.0	120.0	0.6786	
865	Spectrogram 1	1	35046.155250000	35048.144250000	34.0	120.0	0.8333	
866	Spectrogram 1	1	35112.888750000	35115.668250000	34.0	120.0	0.9633	
867	Spectrogram 1	1	35183.651250000	35186.889750000	34.0	120.0	0.9370	
868	Spectrogram 1	1	35282.208750000	35284.095750000	34.0	120.0	0.8784	
869	Spectrogram 1	1	35292.791250000	35296.029750000	34.0	120.0	0.8898	
870	Spectrogram 1	1	35309.340750000	35312.349750000	34.0	120.0	1.0000	
871	Spectrogram 1	1	35331.653250000	35334.611250000	34.0	120.0	0.9052	
872	Spectrogram 1	1	35342.286750000	35347.590750000	34.0	120.0	0.9808	
873	Spectrogram 1	1	35348.891250000	35350.574250000	34.0	120.0	1.0000	
874	Spectrogram 1	1	35373.600750000	35377.961250000	34.0	120.0	0.9649	
875	Spectrogram 1	1	35402.798250000	35404.965750000	34.0	120.0	1.0000	
876	Spectrogram 1	1	35411.901750000	35415.522750000	34.0	120.0	1.0000	
877	Spectrogram 1	1	35418.582750000	35421.413250000	34.0	120.0	1.0000	
878	Spectrogram 1	1	35431.434750000	35437.019250000	34.0	120.0	0.9498	
879	Spectrogram 1	1	35444.541750000	35448.723750000	34.0	120.0	1.0000	
880	Spectrogram 1	1	35476.824750000	35480.114250000	34.0	120.0	0.9690	
881	Spectrogram 1	1	35480.675250000	35487.177750000	34.0	120.0	0.9020	
882	Spectrogram 1	1	35511.377250000	35518.109250000	34.0	120.0	0.9924	
883	Spectrogram 1	1	35540.166750000	35541.518250000	34.0	120.0	0.8679	
884	Spectrogram 1	1	35548.224750000	35553.350250000	34.0	120.0	0.9751	
885	Spectrogram 1	1	35564.085750000	35565.717750000	34.0	120.0	1.0000	
886	Spectrogram 1	1	35691.509250000	35694.594750000	34.0	120.0	0.8595	
887	Spectrogram 1	1	35707.064250000	35708.109750000	34.0	120.0	0.9512	
888	Spectrogram 1	1	35743.631250000	35745.288750000	34.0	120.0	0.7385	
889	Spectrogram 1	1	35745.900750000	35747.022750000	34.0	120.0	0.7727	
890	Spectrogram 1	1	35777.903250000	35781.422250000	34.0	120.0	0.9638	
891	Spectrogram 1	1	35829.770250000	35834.207250000	34.0	120.0	0.9713	
892	Spectrogram 1	1	35834.844750000	35836.961250000	34.0	120.0	0.8675	
893	Spectrogram 1	1	35837.318250000	35843.795250000	34.0	120.0	0.9882	
894	Spectrogram 1	1	35864.705250000	35868.402750000	34.0	120.0	0.9241	
895	Spectrogram 1	1	35870.417250000	35873.757750000	34.0	120.0	1.0000	
896	Spectrogram 1	1	35880.770250000	35883.779250000	34.0	120.0	0.9237	
897	Spectrogram 1	1	35936.793750000	35941.715250000	34.0	120.0	1.0000	
898	Spectrogram 1	1	35942.097750000	35943.780750000	34.0	120.0	0.8939	
899	Spectrogram 1	1	35957.117250000	35958.494250000	34.0	120.0	1.0000	
900	Spectrogram 1	1	35963.364750000	35964.843750000	34.0	120.0	1.0000	
901	Spectrogram 1	1	35971.550250000	35975.553750000	34.0	120.0	0.9554	
902	Spectrogram 1	1	35997.050250000	35998.095750000	34.0	120.0	0.8537	
903	Spectrogram 1	1	36002.201250000	36008.091750000	34.0	120.0	1.0000	
904	Spectrogram 1	1	36042.822750000	36048.993750000	34.0	120.0	0.9669	
905	Spectrogram 1	1	36050.727750000	36052.512750000	34.0	120.0	0.7857	
906	Spectrogram 1	1	36071.969250000	36075.641250000	34.0	120.0	1.0000	
907	Spectrogram 1	1	36075.972750000	36077.553750000	34.0	120.0	0.8871	
908	Spectrogram 1	1	36212.295750000	36214.922250000	34.0	120.0	1.0000	
909	Spectrogram 1	1	36223.796250000	36227.799750000	34.0	120.0	0.9618	
910	Spectrogram 1	1	36239.606250000	36241.799250000	34.0	120.0	1.0000	
911	Spectrogram 1	1	36243.941250000	36245.471250000	34.0	120.0	1.0000	
912	Spectrogram 1	1	36249.959250000	36253.172250000	34.0	120.0	1.0000	
913	Spectrogram 1	1	36271.149750000	36273.317250000	34.0	120.0	0.9294	
914	Spectrogram 1	1	36277.677750000	36280.202250000	34.0	120.0	0.8687	
915	Spectrogram 1	1	36285.251250000	36289.637250000	34.0	120.0	0.9593	
916	Spectrogram 1	1	36305.421750000	36309.246750000	34.0	120.0	0.9200	
917	Spectrogram 1	1	36317.967750000	36320.594250000	34.0	120.0	1.0000	
918	Spectrogram 1	1	36334.568250000	36335.741250000	34.0	120.0	1.0000	
919	Spectrogram 1	1	36363.102750000	36368.457750000	34.0	120.0	1.0000	
920	Spectrogram 1	1	36458.345250000	36460.436250000	34.0	120.0	0.9512	
921	Spectrogram 1	1	36461.430750000	36463.011750000	34.0	120.0	0.9516	
922	Spectrogram 1	1	36488.511750000	36491.265750000	34.0	120.0	0.8704	
923	Spectrogram 1	1	36500.267250000	36501.873750000	34.0	120.0	1.0000	
924	Spectrogram 1	1	36517.020750000	36518.652750000	34.0	120.0	0.6875	
925	Spectrogram 1	1	36533.519250000	36536.375250000	34.0	120.0	1.0000	
926	Spectrogram 1	1	36662.115750000	36664.512750000	34.0	120.0	0.8723	
927	Spectrogram 1	1	36665.507250000	36666.578250000	34.0	120.0	1.0000	
928	Spectrogram 1	1	36671.295750000	36672.341250000	34.0	120.0	1.0000	
929	Spectrogram 1	1	36677.466750000	36681.113250000	34.0	120.0	0.9510	
930	Spectrogram 1	1	36681.546750000	36683.510250000	34.0	120.0	0.7662	
931	Spectrogram 1	1	36685.116750000	36687.590250000	34.0	120.0	0.9588	
932	Spectrogram 1	1	36710.616750000	36714.620250000	34.0	120.0	0.9236	
933	Spectrogram 1	1	36715.283250000	36717.323250000	34.0	120.0	1.0000	
934	Spectrogram 1	1	36718.190250000	36720.995250000	34.0	120.0	1.0000	
935	Spectrogram 1	1	36739.992750000	36741.803250000	34.0	120.0	1.0000	
936	Spectrogram 1	1	36753.456750000	36757.715250000	34.0	120.0	1.0000	
937	Spectrogram 1	1	36787.244250000	36793.032750000	34.0	120.0	0.9824	
938	Spectrogram 1	1	36804.533250000	36806.777250000	34.0	120.0	0.9545	
939	Spectrogram 1	1	36866.370750000	36872.949750000	34.0	120.0	0.9690	
940	Spectrogram 1	1	36899.546250000	36903.677250000	34.0	120.0	0.9815	
941	Spectrogram 1	1	36906.150750000	36907.349250000	34.0	120.0	1.0000	
942	Spectrogram 1	1	36989.867250000	36994.788750000	34.0	120.0	0.9896	
943	Spectrogram 1	1	36999.837750000	37002.056250000	34.0	120.0	0.8276	
944	Spectrogram 1	1	37036.302750000	37037.654250000	34.0	120.0	0.7547	
945	Spectrogram 1	1	37043.570250000	37047.777750000	34.0	120.0	0.9697	
946	Spectrogram 1	1	37069.376250000	37072.767750000	34.0	120.0	0.9098	
947	Spectrogram 1	1	37073.099250000	37078.352250000	34.0	120.0	0.9515	
948	Spectrogram 1	1	37087.685250000	37089.572250000	34.0	120.0	0.7162	
949	Spectrogram 1	1	37123.767750000	37124.864250000	34.0	120.0	0.5349	
950	Spectrogram 1	1	37205.673750000	37210.187250000	34.0	120.0	0.9831	
951	Spectrogram 1	1	37211.691750000	37213.323750000	34.0	120.0	0.7500	
952	Spectrogram 1	1	37238.568750000	37245.300750000	34.0	120.0	0.9735	
953	Spectrogram 1	1	37279.419750000	37280.465250000	34.0	120.0	1.0000	
954	Spectrogram 1	1	37373.973750000	37376.498250000	34.0	120.0	0.9293	
955	Spectrogram 1	1	37522.332750000	37524.984750000	34.0	120.0	0.9038	
956	Spectrogram 1	1	37586.108250000	37587.714750000	34.0	120.0	0.9524	
957	Spectrogram 1	1	37843.097250000	37844.295750000	34.0	120.0	0.6170	
958	Spectrogram 1	1	38096.057250000	38097.179250000	34.0	120.0	0.9091	
959	Spectrogram 1	1	38431.841250000	38435.768250000	34.0	120.0	0.9675	
960	Spectrogram 1	1	38437.935750000	38444.744250000	34.0	120.0	0.9850	
961	Spectrogram 1	1	38484.447750000	38486.921250000	34.0	120.0	0.8144	
962	Spectrogram 1	1	38487.431250000	38492.658750000	34.0	120.0	0.9463	
963	Spectrogram 1	1	38496.764250000	38498.141250000	34.0	120.0	1.0000	
964	Spectrogram 1	1	38533.407750000	38540.241750000	34.0	120.0	0.9776	
965	Spectrogram 1	1	38585.427750000	38587.187250000	34.0	120.0	1.0000	
966	Spectrogram 1	1	38687.045250000	38692.323750000	34.0	120.0	1.0000	
967	Spectrogram 1	1	38692.731750000	38695.766250000	34.0	120.0	0.9916	
968	Spectrogram 1	1	38848.944750000	38850.092250000	34.0	120.0	0.8222	
969	Spectrogram 1	1	38945.105250000	38950.077750000	34.0	120.0	0.8462	
970	Spectrogram 1	1	38958.849750000	38960.124750000	34.0	120.0	0.8600	
971	Spectrogram 1	1	38992.382250000	38994.830250000	34.0	120.0	1.0000	
972	Spectrogram 1	1	38999.496750000	39000.542250000	34.0	120.0	0.8780	
973	Spectrogram 1	1	39001.230750000	39003.041250000	34.0	120.0	0.7606	
974	Spectrogram 1	1	39014.006250000	39015.306750000	34.0	120.0	0.9020	
975	Spectrogram 1	1	39044.223750000	39045.626250000	34.0	120.0	0.8000	
976	Spectrogram 1	1	39050.114250000	39051.720750000	34.0	120.0	0.9365	
977	Spectrogram 1	1	39056.540250000	39058.172250000	34.0	120.0	0.8906	
978	Spectrogram 1	1	39061.436250000	39063.527250000	34.0	120.0	0.8537	
979	Spectrogram 1	1	39102.108750000	39103.919250000	34.0	120.0	0.7887	
980	Spectrogram 1	1	39161.115750000	39165.833250000	34.0	120.0	1.0000	
981	Spectrogram 1	1	39166.368750000	39167.745750000	34.0	120.0	1.0000	
982	Spectrogram 1	1	39256.281750000	39258.627750000	34.0	120.0	0.9022	
983	Spectrogram 1	1	39306.440250000	39308.658750000	34.0	120.0	1.0000	
984	Spectrogram 1	1	39312.381750000	39314.906250000	34.0	120.0	0.8384	
985	Spectrogram 1	1	39318.195750000	39319.343250000	34.0	120.0	0.7333	
986	Spectrogram 1	1	39355.910250000	39357.950250000	34.0	120.0	1.0000	
987	Spectrogram 1	1	39360.678750000	39362.463750000	34.0	120.0	0.8714	
988	Spectrogram 1	1	39404.946750000	39407.292750000	34.0	120.0	0.9022	
989	Spectrogram 1	1	39409.205250000	39410.990250000	34.0	120.0	1.0000	
990	Spectrogram 1	1	39473.363250000	39474.587250000	34.0	120.0	0.6667	
991	Spectrogram 1	1	39608.997750000	39610.553250000	34.0	120.0	0.8852	
992	Spectrogram 1	1	39670.427250000	39672.747750000	34.0	120.0	1.0000	
993	Spectrogram 1	1	39674.634750000	39676.827750000	34.0	120.0	0.8721	
